"","region","year","expenditure","exp_schooling","mean_schooling","life_exp_birth","hdi"
"423","Nias Selatan",2014,6329,11.48,4.64,67.16,57.78
"424","Nias Selatan",2015,6454,11.96,4.64,67.66,58.74
"425","Nias Selatan",2016,6647,11.97,4.65,67.83,59.14
"426","Nias Selatan",2017,6792,11.98,4.95,68,59.85
"427","Nias Selatan",2018,6941,12.2,5.2,68.24,60.75
"428","Nias Selatan",2019,7105,12.22,5.53,68.58,61.59
"429","Nias Selatan",2020,6974,12.23,5.85,68.74,61.89
"430","Humbang Hasundutan",2010,6351,12.07,8.57,67.42,63.4
"431","Humbang Hasundutan",2011,6456,12.42,8.65,67.52,64.06
"432","Humbang Hasundutan",2012,6562,12.55,8.76,67.63,64.54
"433","Humbang Hasundutan",2013,6670,12.67,8.8,67.7,64.92
"434","Humbang Hasundutan",2014,6736,13.13,8.88,67.8,65.59
"435","Humbang Hasundutan",2015,6889,13.15,8.9,68.1,66.03
"436","Humbang Hasundutan",2016,7135,13.21,8.91,68.26,66.56
"437","Humbang Hasundutan",2017,7412,13.24,9.1,68.41,67.3
"438","Humbang Hasundutan",2018,7630,13.25,9.28,68.69,67.96
"439","Humbang Hasundutan",2019,7902,13.27,9.53,69.06,68.83
"440","Humbang Hasundutan",2020,7850,13.28,9.54,69.27,68.87
"441","Pakpak Bharat",2010,6810,12.34,7.45,64.35,61.76
"442","Pakpak Bharat",2011,7189,12.75,7.77,64.37,63.11
"443","Pakpak Bharat",2012,7205,13.17,8.08,64.39,63.88
"444","Pakpak Bharat",2013,7269,13.76,8.25,64.42,64.73
"445","Pakpak Bharat",2014,7364,13.78,8.39,64.45,65.06
"446","Pakpak Bharat",2015,7496,13.8,8.45,64.85,65.53
"447","Pakpak Bharat",2016,7641,13.81,8.46,64.95,65.81
"448","Pakpak Bharat",2017,7913,13.82,8.47,65.05,66.25
"449","Pakpak Bharat",2018,8099,13.83,8.48,65.27,66.63
"450","Pakpak Bharat",2019,8402,13.85,8.73,65.59,67.47
"451","Pakpak Bharat",2020,8170,13.86,9.03,65.74,67.59
"452","Samosir",2010,7401,11.52,8.36,69.23,65.14
"453","Samosir",2011,7467,11.98,8.41,69.36,65.81
"454","Samosir",2012,7533,12.27,8.46,69.48,66.31
"455","Samosir",2013,7600,12.57,8.52,69.56,66.8
"456","Samosir",2014,7667,13.39,8.57,69.66,67.8
"457","Samosir",2015,7698,13.41,8.84,70.26,68.43
"458","Samosir",2016,7813,13.42,8.94,70.47,68.82
"459","Samosir",2017,8163,13.43,8.95,70.68,69.43
"460","Samosir",2018,8348,13.44,9.14,70.87,69.99
"461","Samosir",2019,8654,13.46,9.15,71.16,70.55
"462","Samosir",2020,8422,13.47,9.43,71.27,70.63
"463","Serdang Bedagai",2010,9419,10.63,7.69,66.66,64.67
"464","Serdang Bedagai",2011,9771,10.73,7.74,66.84,65.28
"465","Serdang Bedagai",2012,9817,11.35,7.78,67.03,66.14
"466","Serdang Bedagai",2013,9882,11.87,8.02,67.17,67.11
"467","Serdang Bedagai",2014,10042,12.29,8.04,67.27,67.78
"468","Serdang Bedagai",2015,10110,12.31,8.08,67.47,68.01
"469","Serdang Bedagai",2016,10246,12.54,8.34,67.63,68.77
"470","Serdang Bedagai",2017,10551,12.55,8.35,67.79,69.16
"471","Serdang Bedagai",2018,10737,12.57,8.51,68.08,69.69
"472","Serdang Bedagai",2019,11061,12.59,8.53,68.46,70.21
"473","Serdang Bedagai",2020,10950,12.6,8.54,68.68,70.24
"474","Batu Bara",2010,8778,11.15,7.41,65.06,63.45
"475","Batu Bara",2011,8922,11.35,7.47,65.19,63.95
"476","Batu Bara",2012,9069,11.54,7.53,65.32,64.45
"477","Batu Bara",2013,9218,11.74,7.7,65.4,65.06
"478","Batu Bara",2014,9370,11.94,7.72,65.5,65.5
"479","Batu Bara",2015,9692,11.96,7.74,65.8,66.02
"480","Batu Bara",2016,9886,12.34,7.75,65.95,66.69
"481","Batu Bara",2017,10084,12.49,7.83,66.1,67.2
"482","Batu Bara",2018,10385,12.52,7.84,66.38,67.67
"483","Batu Bara",2019,10575,12.62,8.02,66.75,68.35
"484","Batu Bara",2020,10410,12.63,8.06,66.96,68.36
"485","Padang Lawas Utara",2010,8264,10.79,8.37,66.31,64.25
"486","Padang Lawas Utara",2011,8751,11.14,8.39,66.33,65.22
"487","Padang Lawas Utara",2012,8887,11.38,8.4,66.36,65.65
"488","Padang Lawas Utara",2013,9076,11.62,8.41,66.38,66.13
"489","Padang Lawas Utara",2014,9171,11.84,8.44,66.4,66.5
"490","Padang Lawas Utara",2015,9363,11.87,8.91,66.5,67.35
"491","Padang Lawas Utara",2016,9600,12.3,8.92,66.54,68.05
"492","Padang Lawas Utara",2017,9737,12.41,8.93,66.58,68.34
"493","Padang Lawas Utara",2018,9912,12.42,9.06,66.77,68.77
"494","Padang Lawas Utara",2019,10194,12.47,9.1,67.06,69.29
"495","Padang Lawas Utara",2020,9987,12.87,9.37,67.17,69.85
"496","Padang Lawas",2010,7573,10.98,7.65,65.84,62.45
"497","Padang Lawas",2011,7656,11.29,7.97,65.89,63.28
"498","Padang Lawas",2012,7740,11.72,8.13,65.93,64.05
"499","Padang Lawas",2013,7825,12.16,8.14,65.97,64.62
"500","Padang Lawas",2014,7910,12.9,8.16,66.01,65.5
"501","Padang Lawas",2015,7955,12.91,8.4,66.31,65.99
"502","Padang Lawas",2016,8094,12.92,8.41,66.4,66.23
"503","Padang Lawas",2017,8445,12.99,8.43,66.5,66.82
"504","Padang Lawas",2018,8772,13,8.67,66.69,67.59
"505","Padang Lawas",2019,9100,13.02,8.69,66.98,68.16
"506","Padang Lawas",2020,8807,13.03,9.01,67.09,68.25
"507","Labuhan Batu Selatan",2010,9694,10.67,7.49,67.97,65.32
"508","Labuhan Batu Selatan",2011,9780,10.69,7.73,67.99,65.77
"509","Labuhan Batu Selatan",2012,9866,11.54,7.95,68.01,67.06
"510","Labuhan Batu Selatan",2013,10040,11.69,8.25,68.03,67.78
"511","Labuhan Batu Selatan",2014,10111,11.88,8.67,68.06,68.59
"512","Labuhan Batu Selatan",2015,10319,12.73,8.68,68.09,69.67
"513","Labuhan Batu Selatan",2016,10712,12.94,8.69,68.11,70.28
"514","Labuhan Batu Selatan",2017,10892,12.95,8.7,68.14,70.48
"515","Labuhan Batu Selatan",2018,11280,12.97,8.71,68.39,70.98
"516","Labuhan Batu Selatan",2019,11553,12.99,8.74,68.64,71.39
"517","Labuhan Batu Selatan",2020,11495,13,8.75,68.71,71.4
"518","Labuhan Batu Utara",2010,10814,10.97,7.44,68.17,66.72
"519","Labuhan Batu Utara",2011,10896,11.08,7.75,68.27,67.37
"520","Labuhan Batu Utara",2012,10979,11.19,7.92,68.36,67.84
"521","Labuhan Batu Utara",2013,11063,11.3,8.1,68.4,68.28
"522","Labuhan Batu Utara",2014,11147,11.8,8.27,68.5,69.15
"523","Labuhan Batu Utara",2015,11201,12.12,8.31,68.7,69.69
"524","Labuhan Batu Utara",2016,11278,12.54,8.33,68.8,70.26
"525","Labuhan Batu Utara",2017,11510,12.79,8.34,68.91,70.79
"526","Labuhan Batu Utara",2018,11730,12.8,8.35,69.09,71.08
"527","Labuhan Batu Utara",2019,11957,12.82,8.36,69.37,71.43
"528","Labuhan Batu Utara",2020,11779,13.04,8.4,69.46,71.61
"529","Nias Utara",2010,NA,NA,NA,68.12,NA
"530","Nias Utara",2011,5411,11.55,5.36,68.23,57.53
"531","Nias Utara",2012,5442,11.65,5.46,68.33,57.87
"532","Nias Utara",2013,5523,11.76,5.55,68.39,58.29
"533","Nias Utara",2014,5580,11.86,6.05,68.49,59.18
"534","Nias Utara",2015,5627,12.4,6.06,68.59,59.88
"535","Nias Utara",2016,5770,12.41,6.07,68.68,60.23
"536","Nias Utara",2017,5835,12.57,6.08,68.77,60.57
"537","Nias Utara",2018,6041,12.58,6.09,68.98,61.08
"538","Nias Utara",2019,6245,12.78,6.25,69.29,61.98
"539","Nias Utara",2020,6064,13.03,6.58,69.43,62.36
"540","Nias Barat",2010,NA,NA,NA,67.15,NA
"541","Nias Barat",2011,4969,11.54,4.78,67.31,55.43
"542","Nias Barat",2012,5038,11.58,5.18,67.44,56.2
"543","Nias Barat",2013,5061,11.77,5.25,67.54,56.58
"544","Nias Barat",2014,5156,11.87,5.73,67.64,57.54
"545","Nias Barat",2015,5207,12.33,5.74,67.94,58.25
"546","Nias Barat",2016,5391,12.6,5.77,68.1,59.03
"547","Nias Barat",2017,5594,12.61,5.78,68.28,59.56
"548","Nias Barat",2018,5817,12.66,6,68.5,60.42
"549","Nias Barat",2019,6009,12.71,6.14,68.82,61.14
"550","Nias Barat",2020,5830,12.94,6.49,68.96,61.51
"551","Kota Sibolga",2010,10013,11.57,9.33,66.82,68.37
"552","Kota Sibolga",2011,10181,11.87,9.53,67,69.17
"553","Kota Sibolga",2012,10352,12.16,9.53,67.17,69.71
"554","Kota Sibolga",2013,10525,12.45,9.73,67.3,70.45
"555","Kota Sibolga",2014,10623,12.76,9.83,67.4,71.01
"556","Kota Sibolga",2015,10765,13.1,9.85,67.7,71.64
"557","Kota Sibolga",2016,11034,13.11,9.86,67.87,72
"558","Kota Sibolga",2017,11221,13.12,9.87,68.05,72.28
"559","Kota Sibolga",2018,11405,13.13,9.91,68.36,72.65
"560","Kota Sibolga",2019,11656,13.15,10.18,68.77,73.41
"561","Kota Sibolga",2020,11473,13.16,10.4,69.01,73.63
"562","Kota Tanjung Balai",2010,9617,10.95,8.53,60.96,63.47
"563","Kota Tanjung Balai",2011,9743,11.27,8.66,61.09,64.13
"564","Kota Tanjung Balai",2012,9872,11.59,8.88,61.23,64.89
"565","Kota Tanjung Balai",2013,10001,11.91,8.9,61.3,65.4
"566","Kota Tanjung Balai",2014,10133,12.25,9.03,61.4,66.05
"567","Kota Tanjung Balai",2015,10326,12.4,9.12,61.9,66.74
"568","Kota Tanjung Balai",2016,10577,12.41,9.13,62.09,67.09
"569","Kota Tanjung Balai",2017,10778,12.44,9.14,62.28,67.41
"570","Kota Tanjung Balai",2018,11102,12.47,9.24,62.6,68
"571","Kota Tanjung Balai",2019,11383,12.49,9.26,63.02,68.51
"572","Kota Tanjung Balai",2020,11132,12.5,9.44,63.27,68.65
"573","Kota Pematang Siantar",2010,10571,11.69,10.39,71.44,72.52
"574","Kota Pematang Siantar",2011,10987,12.3,10.43,71.51,73.61
"575","Kota Pematang Siantar",2012,11039,12.91,10.62,71.57,74.51
"576","Kota Pematang Siantar",2013,11139,13.36,10.62,71.59,75.05
"577","Kota Pematang Siantar",2014,11204,13.97,10.7,71.69,75.83
"578","Kota Pematang Siantar",2015,11388,13.99,10.73,72.29,76.34
"579","Kota Pematang Siantar",2016,11878,14,10.75,72.46,76.9
"580","Kota Pematang Siantar",2017,12106,14.01,11.06,72.63,77.54
"581","Kota Pematang Siantar",2018,12290,14.02,11.08,72.93,77.88
"582","Kota Pematang Siantar",2019,12571,14.21,11.15,73.33,78.57
"583","Kota Pematang Siantar",2020,12372,14.45,11.16,73.55,78.75
"584","Kota Tebing Tinggi",2010,10055,11.49,9.5,69.8,69.96
"585","Kota Tebing Tinggi",2011,10540,11.63,9.69,69.87,70.84
"586","Kota Tebing Tinggi",2012,10666,11.76,9.86,69.92,71.34
"587","Kota Tebing Tinggi",2013,10829,11.9,10.04,69.94,71.85
"588","Kota Tebing Tinggi",2014,10918,12.04,10.05,70.04,72.13
"589","Kota Tebing Tinggi",2015,11393,12.23,10.06,70.14,72.81
"590","Kota Tebing Tinggi",2016,11747,12.65,10.07,70.21,73.58
"591","Kota Tebing Tinggi",2017,12055,12.66,10.09,70.28,73.9
"592","Kota Tebing Tinggi",2018,12434,12.68,10.24,70.47,74.5
"593","Kota Tebing Tinggi",2019,12895,12.71,10.28,70.76,75.08
"594","Kota Tebing Tinggi",2020,12876,12.72,10.31,70.87,75.17
"595","Kota Medan",2010,13182,13.53,10.54,71.98,77.02
"596","Kota Medan",2011,13647,13.57,10.63,72.03,77.54
"597","Kota Medan",2012,13750,13.61,10.72,72.08,77.78
"598","Kota Medan",2013,13902,13.65,10.76,72.13,78
"599","Kota Medan",2014,13984,13.69,10.88,72.18,78.26
"600","Kota Medan",2015,14191,13.97,11,72.28,78.87
"601","Kota Medan",2016,14393,14.06,11.18,72.34,79.34
"602","Kota Medan",2017,14613,14.45,11.25,72.4,79.98
"603","Kota Medan",2018,14845,14.72,11.37,72.64,80.65
"604","Kota Medan",2019,15033,14.73,11.38,72.98,80.97
"605","Kota Medan",2020,14890,14.74,11.39,73.14,80.98
"606","Kota Binjai",2010,9606,11.9,9.48,71.2,70.54
"607","Kota Binjai",2011,9717,11.92,9.61,71.25,70.85
"608","Kota Binjai",2012,9829,12.31,9.74,71.29,71.54
"609","Kota Binjai",2013,9943,12.63,9.75,71.34,72.02
"610","Kota Binjai",2014,10058,13,9.77,71.39,72.55
"611","Kota Binjai",2015,10098,13.56,10.28,71.59,73.81
"612","Kota Binjai",2016,10342,13.57,10.28,71.67,74.11
"613","Kota Binjai",2017,10487,13.58,10.58,71.75,74.65
"614","Kota Binjai",2018,10750,13.59,10.75,71.95,75.21
"615","Kota Binjai",2019,11260,13.61,10.77,72.25,75.89
"616","Kota Binjai",2020,10997,13.62,10.93,72.38,75.89
"617","Kota Padangsidimpuan",2010,8816,13.41,10.02,68.08,70.23
"618","Kota Padangsidimpuan",2011,9298,13.66,10.04,68.13,71.08
"619","Kota Padangsidimpuan",2012,9421,13.79,10.05,68.18,71.38
"620","Kota Padangsidimpuan",2013,9518,13.93,10.1,68.22,71.68
"621","Kota Padangsidimpuan",2014,9623,13.95,10.13,68.27,71.88
"622","Kota Padangsidimpuan",2015,9668,14.48,10.47,68.32,72.8
"623","Kota Padangsidimpuan",2016,10198,14.49,10.48,68.37,73.42
"624","Kota Padangsidimpuan",2017,10464,14.5,10.56,68.41,73.81
"625","Kota Padangsidimpuan",2018,10795,14.51,10.63,68.73,74.38
"626","Kota Padangsidimpuan",2019,11181,14.53,10.7,69.15,75.06
"627","Kota Padangsidimpuan",2020,10856,14.54,11,69.41,75.22
"628","Kota Gunungsitoli",2010,NA,NA,NA,69.98,NA
"629","Kota Gunungsitoli",2011,6461,12.67,7.2,70.03,63.71
"630","Kota Gunungsitoli",2012,6492,12.79,7.55,70.08,64.34
"631","Kota Gunungsitoli",2013,6524,12.92,8.16,70.13,65.25
"632","Kota Gunungsitoli",2014,6685,13.28,8.17,70.19,65.91
"633","Kota Gunungsitoli",2015,6742,13.65,8.18,70.29,66.41
"634","Kota Gunungsitoli",2016,6963,13.66,8.2,70.36,66.85
"635","Kota Gunungsitoli",2017,7300,13.69,8.4,70.42,67.68
"636","Kota Gunungsitoli",2018,7639,13.71,8.41,70.67,68.33
"637","Kota Gunungsitoli",2019,8058,13.73,8.58,71.02,69.3
"638","Kota Gunungsitoli",2020,7980,13.74,8.61,71.19,69.31
"639","SUMATERA BARAT",2010,9339,12.22,8.13,67.59,67.25
"640","SUMATERA BARAT",2011,9409,12.52,8.2,67.79,67.81
"641","SUMATERA BARAT",2012,9479,12.81,8.27,68,68.36
"642","SUMATERA BARAT",2013,9570,13.16,8.28,68.21,68.91
"643","SUMATERA BARAT",2014,9621,13.48,8.29,68.32,69.36
"644","SUMATERA BARAT",2015,9804,13.6,8.42,68.66,69.98
"645","SUMATERA BARAT",2016,10126,13.79,8.59,68.73,70.73
"646","SUMATERA BARAT",2017,10306,13.94,8.72,68.78,71.24
"647","SUMATERA BARAT",2018,10638,13.95,8.76,69.01,71.73
"648","SUMATERA BARAT",2019,10925,14.01,8.92,69.31,72.39
"649","SUMATERA BARAT",2020,10733,14.02,8.99,69.47,72.38
"650","Kepulauan Mentawai",2010,5338,10.84,6.14,63.49,55.66
"651","Kepulauan Mentawai",2011,5381,10.97,6.15,63.51,55.9
"652","Kepulauan Mentawai",2012,5409,11.09,6.16,63.53,56.1
"653","Kepulauan Mentawai",2013,5451,11.22,6.17,63.53,56.33
"654","Kepulauan Mentawai",2014,5566,11.35,6.19,63.55,56.73
"655","Kepulauan Mentawai",2015,5684,11.48,6.27,64.05,57.41
"656","Kepulauan Mentawai",2016,5771,11.74,6.52,64.36,58.27
"657","Kepulauan Mentawai",2017,6010,12.07,6.69,64.37,59.25
"658","Kepulauan Mentawai",2018,6211,12.39,6.95,64.49,60.28
"659","Kepulauan Mentawai",2019,6429,12.76,7.08,64.68,61.26
"660","Kepulauan Mentawai",2020,6281,12.82,7.09,64.73,61.09
"661","Pesisir Selatan",2010,7841,12.1,7.34,69.23,65.09
"662","Pesisir Selatan",2011,7980,12.29,7.57,69.3,65.8
"663","Pesisir Selatan",2012,8131,12.49,7.79,69.36,66.49
"664","Pesisir Selatan",2013,8233,12.83,8.05,69.43,67.31
"665","Pesisir Selatan",2014,8368,13.02,8.1,69.46,67.75
"666","Pesisir Selatan",2015,8412,13.04,8.11,69.96,68.07
"667","Pesisir Selatan",2016,8605,13.05,8.12,70.11,68.39
"668","Pesisir Selatan",2017,8819,13.06,8.13,70.25,68.74
"669","Pesisir Selatan",2018,9089,13.3,8.14,70.45,69.4
"670","Pesisir Selatan",2019,9444,13.31,8.25,70.73,70.08
"671","Pesisir Selatan",2020,9212,13.32,8.26,70.86,69.9
"672","Solok",2010,8690,11.9,7.16,66.6,64.53
"673","Solok",2011,8754,12.34,7.3,66.7,65.28
"674","Solok",2012,8824,12.38,7.44,66.8,65.62
"675","Solok",2013,9118,12.41,7.53,66.9,66.15
"676","Solok",2014,9228,12.53,7.56,66.95,66.44
"677","Solok",2015,9334,12.88,7.57,67.35,67.12
"678","Solok",2016,9664,13,7.58,67.5,67.67
"679","Solok",2017,9743,13.01,7.6,67.65,67.86
"680","Solok",2018,10035,13.02,7.84,67.95,68.6
"681","Solok",2019,10309,13.03,7.85,68.34,69.08
"682","Solok",2020,10171,13.04,7.86,68.58,69.08
"683","Sijunjung",2010,8868,10.73,7.09,64.68,62.51
"684","Sijunjung",2011,9146,10.83,7.1,64.7,62.92
"685","Sijunjung",2012,9359,11.22,7.2,64.72,63.7
"686","Sijunjung",2013,9599,11.61,7.3,64.72,64.48
"687","Sijunjung",2014,9726,11.91,7.32,64.72,64.95
"688","Sijunjung",2015,9796,11.94,7.33,65.22,65.3
"689","Sijunjung",2016,9895,12.27,7.5,65.33,66.01
"690","Sijunjung",2017,10093,12.34,7.72,65.44,66.6
"691","Sijunjung",2018,10277,12.35,7.77,65.69,66.97
"692","Sijunjung",2019,10395,12.36,8.1,66.02,67.66
"693","Sijunjung",2020,10361,12.37,8.11,66.21,67.74
"694","Tanah Datar",2010,9424,12.03,7.48,67.88,66.47
"695","Tanah Datar",2011,9567,12.13,7.58,68.02,66.92
"696","Tanah Datar",2012,9719,12.22,7.63,68.15,67.29
"697","Tanah Datar",2013,9893,12.61,7.78,68.28,68.12
"698","Tanah Datar",2014,10014,12.82,7.8,68.35,68.51
"699","Tanah Datar",2015,10103,13.35,7.93,68.75,69.49
"700","Tanah Datar",2016,10296,13.46,8.12,68.93,70.11
"701","Tanah Datar",2017,10311,13.59,8.14,69.11,70.37
"702","Tanah Datar",2018,10417,13.88,8.44,69.38,71.25
"703","Tanah Datar",2019,10709,14.32,8.45,69.73,72.14
"704","Tanah Datar",2020,10588,14.33,8.61,69.94,72.33
"705","Padang Pariaman",2010,9725,12.01,6.62,66.85,65.16
"706","Padang Pariaman",2011,9795,12.49,6.68,66.96,65.89
"707","Padang Pariaman",2012,9866,12.56,6.77,67.07,66.2
"708","Padang Pariaman",2013,9937,13.23,6.86,67.18,67.15
"709","Padang Pariaman",2014,9990,13.54,6.88,67.24,67.56
"710","Padang Pariaman",2015,10260,13.54,6.89,67.64,68.04
"711","Padang Pariaman",2016,10455,13.55,7,67.8,68.44
"712","Padang Pariaman",2017,10579,13.56,7.21,67.96,68.9
"713","Padang Pariaman",2018,10919,13.57,7.5,68.23,69.71
"714","Padang Pariaman",2019,11158,13.62,7.86,68.58,70.59
"715","Padang Pariaman",2020,10998,13.67,7.87,68.79,70.61
"716","Agam",2010,8452,11.49,7.56,70.62,66.12
"717","Agam",2011,8478,12.07,7.68,70.67,66.94
"718","Agam",2012,8509,12.71,7.91,70.73,67.95
"719","Agam",2013,8637,13.08,8.09,70.78,68.73
"720","Agam",2014,8692,13.58,8.1,70.8,69.32
"721","Agam",2015,8859,13.59,8.17,71.3,69.84
"722","Agam",2016,9111,13.73,8.18,71.44,70.36
"723","Agam",2017,9388,13.84,8.39,71.57,71.1
"724","Agam",2018,9489,13.85,8.69,71.83,71.7
"725","Agam",2019,9780,13.86,8.85,72.17,72.37
"726","Agam",2020,9651,13.87,8.96,72.37,72.46
"727","Lima Puluh Kota",2010,8264,11.21,7.37,69.02,64.64
"728","Lima Puluh Kota",2011,8354,11.57,7.4,69.08,65.2
"729","Lima Puluh Kota",2012,8451,11.92,7.52,69.13,65.87
"730","Lima Puluh Kota",2013,8568,12.1,7.58,69.19,66.3
"731","Lima Puluh Kota",2014,8672,12.41,7.59,69.22,66.78
"732","Lima Puluh Kota",2015,8774,12.76,7.91,69.23,67.65
"733","Lima Puluh Kota",2016,8936,13.25,7.92,69.27,68.37
"734","Lima Puluh Kota",2017,9151,13.26,7.96,69.31,68.69
"735","Lima Puluh Kota",2018,9500,13.27,7.97,69.47,69.17
"736","Lima Puluh Kota",2019,9842,13.28,7.98,69.7,69.67
"737","Lima Puluh Kota",2020,9596,13.29,7.99,69.79,69.47
"738","Pasaman",2010,6779,11.18,7.26,65.55,60.88
"739","Pasaman",2011,6830,11.63,7.37,65.61,61.57
"740","Pasaman",2012,6888,12.07,7.48,65.67,62.26
"741","Pasaman",2013,6964,12.45,7.6,65.73,62.91
"742","Pasaman",2014,7058,12.69,7.62,65.76,63.33
"743","Pasaman",2015,7340,12.7,7.63,66.26,64.01
"744","Pasaman",2016,7678,12.71,7.64,66.4,64.57
"745","Pasaman",2017,7882,12.72,7.65,66.54,64.94
"746","Pasaman",2018,8238,12.78,7.66,66.82,65.6
"747","Pasaman",2019,8599,12.79,7.86,67.18,66.46
"748","Pasaman",2020,8425,12.8,8.09,67.4,66.64
"749","Solok Selatan",2010,8909,11.69,7.37,65.93,64.51
"750","Solok Selatan",2011,9024,11.8,7.4,65.97,64.81
"751","Solok Selatan",2012,9147,11.92,7.44,65.99,65.12
"752","Solok Selatan",2013,9291,12.03,7.8,66.02,65.86
"753","Solok Selatan",2014,9390,12.15,7.97,66.04,66.29
"754","Solok Selatan",2015,9653,12.37,7.98,66.64,67.09
"755","Solok Selatan",2016,9802,12.51,7.99,66.78,67.47
"756","Solok Selatan",2017,9891,12.68,8,66.92,67.81
"757","Solok Selatan",2018,10199,12.69,8.15,67.21,68.45
"758","Solok Selatan",2019,10505,12.7,8.16,67.58,68.94
"759","Solok Selatan",2020,10325,12.71,8.28,67.81,69.04
"760","Dharmasraya",2010,10373,10.66,7.43,69.45,66.56
"761","Dharmasraya",2011,10434,10.85,7.83,69.54,67.4
"762","Dharmasraya",2012,10470,11.05,7.88,69.63,67.76
"763","Dharmasraya",2013,10505,11.79,7.94,69.72,68.71
"764","Dharmasraya",2014,10550,12.19,7.99,69.76,69.27
"765","Dharmasraya",2015,10713,12.36,8.03,70.16,69.84
"766","Dharmasraya",2016,10781,12.39,8.23,70.3,70.25
"767","Dharmasraya",2017,10851,12.4,8.24,70.44,70.4
"768","Dharmasraya",2018,11189,12.41,8.25,70.73,70.86
"769","Dharmasraya",2019,11431,12.42,8.46,71.1,71.52
"770","Dharmasraya",2020,11273,12.43,8.47,71.33,71.51
"771","Pasaman Barat",2010,7549,10.68,7.08,66.73,61.77
"772","Pasaman Barat",2011,7624,11.1,7.24,66.79,62.55
"773","Pasaman Barat",2012,7707,11.53,7.39,66.85,63.33
"774","Pasaman Barat",2013,7809,11.83,7.5,66.9,63.92
"775","Pasaman Barat",2014,7897,12.29,7.53,66.93,64.56
"776","Pasaman Barat",2015,8109,12.3,7.83,67.03,65.26
"777","Pasaman Barat",2016,8393,12.67,7.84,67.09,66.03
"778","Pasaman Barat",2017,8704,13.06,7.85,67.15,66.83
"779","Pasaman Barat",2018,8979,13.22,7.86,67.37,67.43
"780","Pasaman Barat",2019,9180,13.4,8.06,67.67,68.21
"781","Pasaman Barat",2020,9047,13.61,8.19,67.82,68.49
"782","Kota Padang",2010,13197,14.62,10.34,73.17,78.44
"783","Kota Padang",2011,13237,14.62,10.52,73.17,78.68
"784","Kota Padang",2012,13280,14.62,10.75,73.18,79
"785","Kota Padang",2013,13339,14.65,10.89,73.18,79.23
"786","Kota Padang",2014,13387,15.2,10.93,73.18,79.83
"787","Kota Padang",2015,13522,15.6,10.97,73.19,80.36
"788","Kota Padang",2016,13721,15.87,11.24,73.19,81.06
"789","Kota Padang",2017,13957,16.15,11.32,73.2,81.58
"790","Kota Padang",2018,14312,16.5,11.33,73.35,82.25
"791","Kota Padang",2019,14728,16.51,11.34,73.57,82.68
"792","Kota Padang",2020,14481,16.52,11.58,73.65,82.82
"793","Kota Solok",2010,10503,13.37,10.28,72.29,74.38
"794","Kota Solok",2011,10596,13.56,10.3,72.3,74.68
"795","Kota Solok",2012,10689,13.75,10.35,72.32,75.02
"796","Kota Solok",2013,10784,13.75,10.72,72.33,75.54
"797","Kota Solok",2014,10927,14.26,10.75,72.34,76.2
"798","Kota Solok",2015,11350,14.27,10.77,72.74,76.83
"799","Kota Solok",2016,11519,14.28,10.79,72.83,77.07
"800","Kota Solok",2017,11673,14.29,10.95,72.92,77.44
"801","Kota Solok",2018,11968,14.3,11.01,73.14,77.89
"802","Kota Solok",2019,12337,14.31,11.02,73.45,78.38
"803","Kota Solok",2020,12117,14.32,11.03,73.61,78.29
"804","Kota Sawah Lunto",2010,8329,12.07,8.96,68.97,67.55
"805","Kota Sawah Lunto",2011,8428,12.22,9.05,69.04,67.97
"806","Kota Sawah Lunto",2012,8537,12.37,9.32,69.08,68.59
"807","Kota Sawah Lunto",2013,8665,12.52,9.45,69.14,69.07
"808","Kota Sawah Lunto",2014,8780,12.68,9.65,69.17,69.61
"809","Kota Sawah Lunto",2015,8931,12.69,9.66,69.27,69.87
"810","Kota Sawah Lunto",2016,9051,13.05,9.92,69.33,70.67
"811","Kota Sawah Lunto",2017,9343,13.14,9.93,69.39,71.13
"812","Kota Sawah Lunto",2018,9765,13.15,9.94,69.59,71.72
"813","Kota Sawah Lunto",2019,10238,13.16,9.97,69.87,72.39
"814","Kota Sawah Lunto",2020,10182,13.17,10.17,70,72.64
"815","Kota Padang Panjang",2010,9124,14.07,10,72.42,73.27
"816","Kota Padang Panjang",2011,9185,14.29,10.19,72.43,73.76
"817","Kota Padang Panjang",2012,9246,14.5,10.36,72.44,74.22
"818","Kota Padang Panjang",2013,9307,14.56,10.53,72.44,74.54
"819","Kota Padang Panjang",2014,9369,14.73,10.79,72.44,75.05
"820","Kota Padang Panjang",2015,9670,15.01,11.09,72.45,75.98
"821","Kota Padang Panjang",2016,9804,15.02,11.42,72.45,76.5
"822","Kota Padang Panjang",2017,10240,15.03,11.43,72.46,77.01
"823","Kota Padang Panjang",2018,10440,15.04,11.44,72.58,77.3
"824","Kota Padang Panjang",2019,11013,15.05,11.45,72.77,78
"825","Kota Padang Panjang",2020,10734,15.06,11.62,72.82,77.93
"826","Kota Bukittinggi",2010,11607,13.42,10.5,73.11,76.12
"827","Kota Bukittinggi",2011,11728,13.42,10.56,73.12,76.3
"828","Kota Bukittinggi",2012,11856,13.87,10.62,73.12,76.92
"829","Kota Bukittinggi",2013,12002,14.47,10.66,73.12,77.67
"830","Kota Bukittinggi",2014,12137,14.65,10.71,73.12,78.02
"831","Kota Bukittinggi",2015,12330,14.92,10.79,73.52,78.72
